district,year,value
92,2010,0.080604032
92,2011,0.072570339
92,2012,0.070182487
92,2013,0.068893783
92,2014,0.07054887
92,2015,0.07054887
93,2000,0
93,2001,0
93,2002,0
93,2003,0
93,2004,0
93,2005,0
93,2006,0.015859624
93,2007,0.064074174
93,2008,0.058617476
93,2009,0.048817936
93,2010,0.080604032
93,2011,0.072570339
93,2012,0.070182487
93,2013,0.068893783
93,2014,0.07054887
93,2015,0.07054887
94,2000,0
94,2001,0
94,2002,0
94,2003,0
94,2004,0
94,2005,0
94,2006,0.015859624
94,2007,0.064074174
94,2008,0.058617476
94,2009,0.048817936
94,2010,0.080604032
94,2011,0.072570339
94,2012,0.070182487
94,2013,0.068893783
94,2014,0.07054887
94,2015,0.07054887
95,2000,0
95,2001,0
95,2002,0
95,2003,0
95,2004,0
95,2005,0
95,2006,0.015859624
95,2007,0.064074174
95,2008,0.058617476
95,2009,0.048817936
95,2010,0.080604032
95,2011,0.072570339
95,2012,0.070182487
95,2013,0.068893783
95,2014,0.07054887
95,2015,0.07054887
96,2000,0
96,2001,0
96,2002,0
96,2003,0
96,2004,0
96,2005,0
96,2006,0.015859624
96,2007,0.064074174
96,2008,0.058617476
96,2009,0.048817936
96,2010,0.080604032
96,2011,0.072570339
96,2012,0.070182487
96,2013,0.068893783
96,2014,0.07054887
96,2015,0.07054887
97,2000,0
97,2001,0
97,2002,0
97,2003,0
97,2004,0
97,2005,0
97,2006,0.015859624
97,2007,0.064074174
97,2008,0.058617476
97,2009,0.048817936
97,2010,0.080604032
97,2011,0.072570339
97,2012,0.070182487
97,2013,0.068893783
97,2014,0.07054887
97,2015,0.07054887
98,2000,0
98,2001,0
98,2002,0
98,2003,0
98,2004,0
98,2005,0
98,2006,0.015859624
98,2007,0.064074174
98,2008,0.058617476
98,2009,0.048817936
98,2010,0.080604032
98,2011,0.072570339
98,2012,0.070182487
98,2013,0.068893783
98,2014,0.07054887
98,2015,0.07054887
99,2000,0
99,2001,0
99,2002,0
99,2003,0
99,2004,0
99,2005,0
99,2006,0.015859624
99,2007,0.064074174
99,2008,0.058617476
99,2009,0.048817936
99,2010,0.080604032
99,2011,0.072570339
99,2012,0.070182487
99,2013,0.068893783
99,2014,0.07054887
99,2015,0.07054887
100,2000,0
100,2001,0
100,2002,0
100,2003,0
100,2004,0
100,2005,0
100,2006,0.015859624
100,2007,0.064074174
100,2008,0.058617476
100,2009,0.048817936
100,2010,0.080604032
100,2011,0.072570339
100,2012,0.070182487
100,2013,0.068893783
100,2014,0.07054887
100,2015,0.07054887
101,2000,0
101,2001,0
101,2002,0
101,2003,0
101,2004,0
101,2005,0
101,2006,0.015859624
101,2007,0.064074174
101,2008,0.058617476
101,2009,0.048817936
101,2010,0.080604032
101,2011,0.072570339
101,2012,0.070182487
101,2013,0.068893783
101,2014,0.07054887
101,2015,0.07054887
102,2000,0
102,2001,0
102,2002,0
102,2003,0
102,2004,0
102,2005,0
102,2006,0.015859624
102,2007,0.064074174
102,2008,0.058617476
102,2009,0.048817936
102,2010,0.080604032
102,2011,0.072570339
102,2012,0.070182487
102,2013,0.068893783
102,2014,0.07054887
102,2015,0.07054887
103,2000,0
103,2001,0
103,2002,0
103,2003,0
103,2004,0
103,2005,0
103,2006,0.015859624
103,2007,0.064074174
103,2008,0.058617476
103,2009,0.048817936
103,2010,0.080604032
103,2011,0.072570339
103,2012,0.070182487
103,2013,0.068893783
103,2014,0.07054887
103,2015,0.07054887
104,2000,0
104,2001,0
104,2002,0
104,2003,0
104,2004,0
104,2005,0
104,2006,0.015859624
104,2007,0.064074174
104,2008,0.058617476
104,2009,0.048817936
104,2010,0.080604032
104,2011,0.072570339
104,2012,0.070182487
104,2013,0.068893783
104,2014,0.07054887
104,2015,0.07054887
105,2000,0
105,2001,0
105,2002,0
105,2003,0
105,2004,0
105,2005,0
105,2006,0.015859624
105,2007,0.064074174
105,2008,0.058617476
105,2009,0.048817936
105,2010,0.080604032
105,2011,0.072570339
105,2012,0.070182487
105,2013,0.068893783
105,2014,0.07054887
105,2015,0.07054887
106,2000,0
106,2001,0
106,2002,0
106,2003,0
106,2004,0
106,2005,0
106,2006,0.015945843
106,2007,0.063812503
106,2008,0.058398991
106,2009,0.04904517
106,2010,0.079969354
106,2011,0.071998919
106,2012,0.069629869
106,2013,0.068351312
106,2014,0.069993367
106,2015,0.069993367
107,2000,0
107,2001,0
107,2002,0
107,2003,0
107,2004,6.70E-05
107,2005,0.000101139
107,2006,0.015882242
107,2007,0.064408163
107,2008,0.058885214
107,2009,0.048816521
107,2010,0.08041004
107,2011,0.072480319
107,2012,0.070206516
107,2013,0.068486127
107,2014,0.070390988
107,2015,0.070390988
108,2000,0
108,2001,0
108,2002,0
108,2003,0
108,2004,0
108,2005,0
108,2006,0.015859624
108,2007,0.064074174
108,2008,0.058617476
108,2009,0.048817936
108,2010,0.080604032
108,2011,0.072570339
108,2012,0.070182487
108,2013,0.068893783
108,2014,0.07054887
108,2015,0.07054887
109,2000,0
109,2001,0
109,2002,0
109,2003,0
109,2004,0
109,2005,0
109,2006,0.015859624
109,2007,0.064074174
109,2008,0.058617476
109,2009,0.048817936
109,2010,0.080604032
109,2011,0.072570339
109,2012,0.070182487
109,2013,0.068893783
109,2014,0.07054887
109,2015,0.07054887
110,2000,0
110,2001,0
110,2002,0
110,2003,0
110,2004,0
110,2005,0
110,2006,0.015859624
110,2007,0.064074174
110,2008,0.058617476
110,2009,0.048817936
110,2010,0.080604032
110,2011,0.072570339
110,2012,0.070182487
110,2013,0.068893783
110,2014,0.07054887
110,2015,0.07054887
111,2000,0
111,2001,0
111,2002,0
111,2003,0
111,2004,0
111,2005,0
111,2006,0.015859624
111,2007,0.064074174
111,2008,0.058617476
111,2009,0.048817936
111,2010,0.080604032
111,2011,0.072570339
111,2012,0.070182487
111,2013,0.068893783
111,2014,0.07054887
111,2015,0.07054887
112,2000,0
112,2001,0
112,2002,0
112,2003,0
112,2004,0
112,2005,0
112,2006,0.015859624
112,2007,0.064074174
112,2008,0.058617476
112,2009,0.048817936
112,2010,0.080604032
112,2011,0.072570339
112,2012,0.070182487
112,2013,0.068893783
112,2014,0.07054887
112,2015,0.07054887
