district,year,value
92,2005,0
92,2006,0.169155911
92,2007,0.264569108
92,2008,0.309561438
92,2009,0.345446497
92,2010,0.458361449
92,2011,0.455347952
92,2012,0.4070927
92,2013,0.603043085
92,2014,0.808821649
92,2015,0.800050622
93,2000,0
93,2001,0
93,2002,0
93,2003,0
93,2004,0
93,2005,0
93,2006,0.094774501
93,2007,0.152715465
93,2008,0.184053913
93,2009,0.216105259
93,2010,0.252123252
93,2011,0.236442101
93,2012,0.241188276
93,2013,0.370332546
93,2014,0.496649824
93,2015,0.490697209
94,2000,0
94,2001,0
94,2002,0
94,2003,0
94,2004,0
94,2005,0
94,2006,0.110946207
94,2007,0.217710906
94,2008,0.268134829
94,2009,0.284785
94,2010,0.362888208
94,2011,0.368929116
94,2012,0.355617224
94,2013,0.557103114
94,2014,0.763423207
94,2015,0.754632972
95,2000,0
95,2001,0
95,2002,0
95,2003,0
95,2004,0
95,2005,0
95,2006,0.068967125
95,2007,0.1870696
95,2008,0.2399983
95,2009,0.23991616
95,2010,0.310543064
95,2011,0.319702227
95,2012,0.3019365
95,2013,0.498976511
95,2014,0.703928625
95,2015,0.695186911
96,2000,0
96,2001,0
96,2002,0
96,2003,0
96,2004,0
96,2005,0
96,2006,0.093011288
96,2007,0.189455768
96,2008,0.240790717
96,2009,0.273414325
96,2010,0.368590033
96,2011,0.361122841
96,2012,0.323330851
96,2013,0.514261594
96,2014,0.712591519
96,2015,0.704084688
97,2000,0
97,2001,0
97,2002,0
97,2003,0
97,2004,0
97,2005,0
97,2006,0.039967046
97,2007,0.131943071
97,2008,0.198306903
97,2009,0.230606491
97,2010,0.33875921
97,2011,0.324552836
97,2012,0.264275094
97,2013,0.454701174
97,2014,0.657948681
97,2015,0.649267429
98,2000,0
98,2001,0
98,2002,0
98,2003,0
98,2004,0
98,2005,0
98,2006,0.13658423
98,2007,0.234110883
98,2008,0.27849591
98,2009,0.309560792
98,2010,0.408620433
98,2011,0.411507484
98,2012,0.384235403
98,2013,0.588085141
98,2014,0.79730323
98,2015,0.788410207
99,2000,0
99,2001,0
99,2002,0
99,2003,0
99,2004,0
99,2005,0
99,2006,0.076980737
99,2007,0.192969662
99,2008,0.244120914
99,2009,0.245433909
99,2010,0.313313522
99,2011,0.319975074
99,2012,0.304567683
99,2013,0.499274134
99,2014,0.700957728
99,2015,0.692331946
100,2000,0
100,2001,0
100,2002,0
100,2003,0
100,2004,0
100,2005,0
100,2006,0.12319865
100,2007,0.211878706
100,2008,0.260763541
100,2009,0.294596011
100,2010,0.365366524
100,2011,0.35279425
100,2012,0.336584931
100,2013,0.517650091
100,2014,0.701641582
100,2015,0.693643321
101,2000,0
101,2001,0
101,2002,0
101,2003,0
101,2004,0
101,2005,0
101,2006,0.212929574
101,2007,0.356503608
101,2008,0.429590705
101,2009,0.422322895
101,2010,0.464203102
101,2011,0.456608956
101,2012,0.453075371
101,2013,0.662943214
101,2014,0.869584199
101,2015,0.860782583
102,2000,0
102,2001,0
102,2002,0
102,2003,0
102,2004,0
102,2005,0
102,2006,0.163342759
102,2007,0.258878688
102,2008,0.30020887
102,2009,0.333352384
102,2010,0.440348538
102,2011,0.442965016
102,2012,0.408430201
102,2013,0.610565266
102,2014,0.819559999
102,2015,0.810674898
103,2000,0
103,2001,0
103,2002,0
103,2003,0
103,2004,0
103,2005,0
103,2006,0.153004366
103,2007,0.253172259
103,2008,0.306351364
103,2009,0.342749775
103,2010,0.463244888
103,2011,0.457653348
103,2012,0.395701178
103,2013,0.59096024
103,2014,0.798890323
103,2015,0.790042984
104,2000,0
104,2001,0
104,2002,0
104,2003,0
104,2004,0
104,2005,0
104,2006,0.02954839
104,2007,0.119447122
104,2008,0.179171189
104,2009,0.210736662
104,2010,0.315574192
104,2011,0.304391837
104,2012,0.245443081
104,2013,0.425147309
104,2014,0.616475324
104,2015,0.608216844
105,2000,0
105,2001,0
105,2002,0
105,2003,0
105,2004,0
105,2005,0
105,2006,0.120168768
105,2007,0.226822199
105,2008,0.276482023
105,2009,0.291763611
105,2010,0.364510311
105,2011,0.367626088
105,2012,0.355963223
105,2013,0.553310276
105,2014,0.755551685
105,2015,0.746906118
106,2000,0
106,2001,0
106,2002,0
106,2003,0.000645722
106,2004,0.001192403
106,2005,0.001684676
106,2006,0.103195131
106,2007,0.204641776
106,2008,0.257224037
106,2009,0.280925698
106,2010,0.362893424
106,2011,0.36753518
106,2012,0.347921814
106,2013,0.543827137
106,2014,0.748186866
106,2015,0.742422327
107,2000,0
107,2001,0
107,2002,0.000408269
107,2003,0
107,2004,0
107,2005,0.000539158
107,2006,0.049112291
107,2007,0.149923833
107,2008,0.21532254
107,2009,0.241408014
107,2010,0.362237603
107,2011,0.359892146
107,2012,0.289235393
107,2013,0.480593616
107,2014,0.685949368
107,2015,0.677260042
108,2000,0
108,2001,0
108,2002,0
108,2003,0
108,2004,0
108,2005,0
108,2006,0.024976198
108,2007,0.115272329
108,2008,0.17337521
108,2009,0.201737885
108,2010,0.306474771
108,2011,0.297796652
108,2012,0.242248106
108,2013,0.428553534
108,2014,0.625956146
108,2015,0.617482206
109,2000,0
109,2001,0
109,2002,0
109,2003,0
109,2004,0
109,2005,0
109,2006,0.134658603
109,2007,0.236241125
109,2008,0.291648641
109,2009,0.327009006
109,2010,0.446413606
109,2011,0.437766288
109,2012,0.371654985
109,2013,0.564467918
109,2014,0.770679536
109,2015,0.761893149
110,2000,0
110,2001,0
110,2002,0
110,2003,0
110,2004,0
110,2005,0
110,2006,0.10284587
110,2007,0.205430744
110,2008,0.255906964
110,2009,0.277462975
110,2010,0.357500622
110,2011,0.360557504
110,2012,0.344589921
110,2013,0.545222107
110,2014,0.751697194
110,2015,0.742901463
111,2000,0
111,2001,0
111,2002,0
111,2003,0
111,2004,0
111,2005,0
111,2006,0.170070981
111,2007,0.309322234
111,2008,0.382437743
111,2009,0.373977819
111,2010,0.411990238
111,2011,0.4075119
111,2012,0.408557852
111,2013,0.615842477
111,2014,0.818931717
111,2015,0.810256078
112,2000,0
112,2001,0
112,2002,0
112,2003,0
112,2004,0
112,2005,0
112,2006,0.114128858
112,2007,0.20854176
112,2008,0.258502483
112,2009,0.291725441
112,2010,0.378490694
112,2011,0.371581821
112,2012,0.345183951
112,2013,0.537442255
112,2014,0.734612423
112,2015,0.726146728
