"year","district","mean","draw"
1982,28,0.443707877358194,1
1982,29,0.796291448202902,1
1982,30,0.637013707005378,1
1982,31,0.534750022855236,1
1982,32,0.615743093930923,1
1982,33,0.748953582959395,1
1982,34,0.599449086764403,1
1982,35,0.742526870634821,1
1982,36,0.464128720030809,1
1982,37,0.360468173950491,1
1982,38,0.78667618582646,1
1982,39,0.911806254907771,1
1982,40,0.864730546433552,1
1982,41,0.856428109409956,1
1982,42,0.634258586109853,1
1982,43,0.645675029240403,1
1982,44,0.794956114013397,1
1982,45,0.694973726570606,1
1982,46,0.733351620237033,1
1982,47,0.874182263819071,1
1982,48,0.80786422135667,1
1982,49,0.735567663692766,1
1982,50,0.915120734983967,1
1982,51,0.801138854728026,1
1982,52,0.736958634029043,1
1982,53,0.739805813073143,1
1982,54,0.48794947978523,1
1982,55,0.484211122774453,1
1982,56,0.395139800682986,1
1982,57,0.846720654208949,1
1982,58,0.822796647056289,1
1982,59,0.720158874921434,1
1982,60,0.641406370770364,1
1982,61,0.608109823776861,1
1982,62,0.577971093816522,1
1982,63,0.28911435029142,1
1982,64,0.757755808004763,1
1982,65,0.772834104714376,1
1982,66,0.428282506068548,1
1982,67,0.324854013901474,1
1982,68,0.547205023248406,1
1982,69,0.749124094843864,1
1982,70,0.898956629907948,1
1982,71,0.365447556688672,1
1982,72,0.497787183239346,1
1982,73,0.733794989823191,1
1982,74,0.590510168859551,1
1982,75,0.752513313803185,1
1982,76,0.332396859558774,1
1982,77,0.0285428691344957,1
1982,78,0.526866802250405,1
1982,79,0.427485247293853,1
1982,80,0.731151957208147,1
1982,81,0.038609983606471,1
1982,82,0.598727714312211,1
1982,83,0.437582511842037,1
1982,84,0.458235994763212,1
1982,85,0.718807429075241,1
1982,86,0.453732652523938,1
1982,87,0.488023649305786,1
1982,88,0.611671201486015,1
1982,89,0.728324243102253,1
1982,90,0.672286087309408,1
1982,91,0.440909120828713,1
1982,92,0.844231935097026,1
1982,93,0.187777315024976,1
1982,94,0.585533531636432,1
1982,95,0.440700029129865,1
1982,96,0.617142584334072,1
1982,97,0.46697378457323,1
1982,98,0.781542180644141,1
1982,99,0.579848225911458,1
1982,100,0.355821563981305,1
1982,101,0.783236026231732,1
1982,102,0.816246804728256,1
1982,103,0.823504278146558,1
1982,104,0.702163360932822,1
1982,105,0.537235046821562,1
1982,106,0.342426871595086,1
1982,107,0.215717802498682,1
1982,108,0.622277992839614,1
1982,109,0.699921902369808,1
1982,110,0.527853654329608,1
1982,111,0.834360826541396,1
1982,112,0.589913134213561,1
1983,1,0.829081132543793,1
1983,2,0.426903726153628,1
1983,3,0.772992388323642,1
1983,4,0.848955956630376,1
1983,5,0.772163487225771,1
1983,6,0.521318398565054,1
1983,7,0.230822528096069,1
1983,8,0.354050247491091,1
1983,9,0.19851843258481,1
1983,10,0.508168143375466,1
1983,11,0.779659394816165,1
1983,12,0.338611114929374,1
1983,13,0.608872693342467,1
1983,14,0.72922148732912,1
1983,15,0.299365505930923,1
1983,16,0.476498377080082,1
1983,17,0.292594069583962,1
1983,18,0.591200247158607,1
1983,19,0.451821359219374,1
1983,20,0.545951922150219,1
1983,21,0.511137171833386,1
1983,22,0.877143082718054,1
1983,23,0.660569845711335,1
1983,24,0.42090030409332,1
1983,25,0.623572026833681,1
1983,26,0.50830942768884,1
1983,27,0.61004856956147,1
1983,28,0.443707877358194,1
1983,29,0.796291448202902,1
1983,30,0.637013707005378,1
1983,31,0.534750022855236,1
1983,32,0.615743093930923,1
1983,33,0.748953582959395,1
1983,34,0.599449086764403,1
1983,35,0.742526870634821,1
1983,36,0.464128720030809,1
1983,37,0.360468173950491,1
1983,38,0.78667618582646,1
1983,39,0.911806254907771,1
1983,40,0.864730546433552,1
1983,41,0.856428109409956,1
1983,42,0.634258586109853,1
1983,43,0.645675029240403,1
1983,44,0.794956114013397,1
1983,45,0.694973726570606,1
1983,46,0.733351620237033,1
1983,47,0.874182263819071,1
1983,48,0.80786422135667,1
1983,49,0.735567663692766,1
1983,50,0.915120734983967,1
1983,51,0.801138854728026,1
1983,52,0.736958634029043,1
1983,53,0.739805813073143,1
1983,54,0.48794947978523,1
1983,55,0.484211122774453,1
1983,56,0.395139800682986,1
1983,57,0.846720654208949,1
1983,58,0.822796647056289,1
1983,59,0.720158874921434,1
1983,60,0.641406370770364,1
1983,61,0.608109823776861,1
1983,62,0.577971093816522,1
1983,63,0.28911435029142,1
1983,64,0.757755808004763,1
1983,65,0.772834104714376,1
1983,66,0.428282506068548,1
1983,67,0.324854013901474,1
1983,68,0.547205023248406,1
1983,69,0.749124094843864,1
1983,70,0.898956629907948,1
1983,71,0.365447556688672,1
1983,72,0.497787183239346,1
1983,73,0.733794989823191,1
1983,74,0.590510168859551,1
1983,75,0.752513313803185,1
1983,76,0.332396859558774,1
1983,77,0.0285428691344957,1
1983,78,0.526866802250405,1
1983,79,0.427485247293853,1
1983,80,0.731151957208147,1
1983,81,0.038609983606471,1
1983,82,0.598727714312211,1
1983,83,0.437582511842037,1
1983,84,0.458235994763212,1
1983,85,0.718807429075241,1
1983,86,0.453732652523938,1
1983,87,0.488023649305786,1
1983,88,0.611671201486015,1
1983,89,0.728324243102253,1
1983,90,0.672286087309408,1
1983,91,0.440909120828713,1
1983,92,0.844231935097026,1
1983,93,0.187777315024976,1
1983,94,0.585533531636432,1
1983,95,0.440700029129865,1
1983,96,0.617142584334072,1
1983,97,0.46697378457323,1
1983,98,0.781542180644141,1
1983,99,0.579848225911458,1
1983,100,0.355821563981305,1
1983,101,0.783236026231732,1
1983,102,0.816246804728256,1
1983,103,0.823504278146558,1
1983,104,0.702163360932822,1
1983,105,0.537235046821562,1
1983,106,0.342426871595086,1
1983,107,0.215717802498682,1
1983,108,0.622277992839614,1
1983,109,0.699921902369808,1
1983,110,0.527853654329608,1
1983,111,0.834360826541396,1
1983,112,0.589913134213561,1
1984,1,0.829081132543793,1
1984,2,0.426903726153628,1
1984,3,0.772992388323642,1
1984,4,0.848955956630376,1
1984,5,0.772163487225771,1
1984,6,0.521318398565054,1
1984,7,0.230822528096069,1
1984,8,0.354050247491091,1
1984,9,0.19851843258481,1
1984,10,0.508168143375466,1
1984,11,0.779659394816165,1
1984,12,0.338611114929374,1
1984,13,0.608872693342467,1
1984,14,0.72922148732912,1
1984,15,0.299365505930923,1
1984,16,0.476498377080082,1
1984,17,0.292594069583962,1
1984,18,0.591200247158607,1
1984,19,0.451821359219374,1
1984,20,0.545951922150219,1
1984,21,0.511137171833386,1
1984,22,0.877143082718054,1
1984,23,0.660569845711335,1
1984,24,0.42090030409332,1
1984,25,0.623572026833681,1
1984,26,0.50830942768884,1
1984,27,0.61004856956147,1
1984,28,0.443707877358194,1
1984,29,0.796291448202902,1
1984,30,0.637013707005378,1
1984,31,0.534750022855236,1
1984,32,0.615743093930923,1
1984,33,0.748953582959395,1
1984,34,0.599449086764403,1
1984,35,0.742526870634821,1
1984,36,0.464128720030809,1
1984,37,0.360468173950491,1
1984,38,0.78667618582646,1
1984,39,0.911806254907771,1
1984,40,0.864730546433552,1
1984,41,0.856428109409956,1
1984,42,0.634258586109853,1
1984,43,0.645675029240403,1
1984,44,0.794956114013397,1
1984,45,0.694973726570606,1
1984,46,0.733351620237033,1
1984,47,0.874182263819071,1
1984,48,0.80786422135667,1
1984,49,0.735567663692766,1
1984,50,0.915120734983967,1
1984,51,0.801138854728026,1
1984,52,0.736958634029043,1
1984,53,0.739805813073143,1
1984,54,0.48794947978523,1
1984,55,0.484211122774453,1
1984,56,0.395139800682986,1
1984,57,0.846720654208949,1
1984,58,0.822796647056289,1
1984,59,0.720158874921434,1
1984,60,0.641406370770364,1
1984,61,0.608109823776861,1
1984,62,0.577971093816522,1
1984,63,0.28911435029142,1
1984,64,0.757755808004763,1
1984,65,0.772834104714376,1
1984,66,0.428282506068548,1
1984,67,0.324854013901474,1
1984,68,0.547205023248406,1
1984,69,0.749124094843864,1
1984,70,0.898956629907948,1
1984,71,0.365447556688672,1
1984,72,0.497787183239346,1
1984,73,0.733794989823191,1
1984,74,0.590510168859551,1
1984,75,0.752513313803185,1
1984,76,0.332396859558774,1
1984,77,0.0285428691344957,1
1984,78,0.526866802250405,1
1984,79,0.427485247293853,1
1984,80,0.731151957208147,1
1984,81,0.038609983606471,1
1984,82,0.598727714312211,1
1984,83,0.437582511842037,1
1984,84,0.458235994763212,1
1984,85,0.718807429075241,1
1984,86,0.453732652523938,1
1984,87,0.488023649305786,1
1984,88,0.611671201486015,1
1984,89,0.728324243102253,1
1984,90,0.672286087309408,1
1984,91,0.440909120828713,1
1984,92,0.844231935097026,1
1984,93,0.187777315024976,1
1984,94,0.585533531636432,1
1984,95,0.440700029129865,1
1984,96,0.617142584334072,1
1984,97,0.46697378457323,1
1984,98,0.781542180644141,1
1984,99,0.579848225911458,1
1984,100,0.355821563981305,1
1984,101,0.783236026231732,1
1984,102,0.816246804728256,1
1984,103,0.823504278146558,1
1984,104,0.702163360932822,1
1984,105,0.537235046821562,1
1984,106,0.342426871595086,1
1984,107,0.215717802498682,1
1984,108,0.622277992839614,1
1984,109,0.699921902369808,1
1984,110,0.527853654329608,1
1984,111,0.834360826541396,1
1984,112,0.589913134213561,1
1985,1,0.829081132543793,1
1985,2,0.426903726153628,1
1985,3,0.772992388323642,1
1985,4,0.848955956630376,1
1985,5,0.772163487225771,1
1985,6,0.521318398565054,1
1985,7,0.230822528096069,1
1985,8,0.354050247491091,1
1985,9,0.19851843258481,1
1985,10,0.508168143375466,1
1985,11,0.779659394816165,1
1985,12,0.338611114929374,1
1985,13,0.608872693342467,1
1985,14,0.72922148732912,1
1985,15,0.299365505930923,1
1985,16,0.476498377080082,1
1985,17,0.292594069583962,1
1985,18,0.591200247158607,1
1985,19,0.451821359219374,1
1985,20,0.545951922150219,1
1985,21,0.511137171833386,1
1985,22,0.877143082718054,1
1985,23,0.660569845711335,1
1985,24,0.42090030409332,1
1985,25,0.623572026833681,1
1985,26,0.50830942768884,1
1985,27,0.61004856956147,1
1985,28,0.443707877358194,1
1985,29,0.796291448202902,1
1985,30,0.637013707005378,1
1985,31,0.534750022855236,1
1985,32,0.615743093930923,1
1985,33,0.748953582959395,1
1985,34,0.599449086764403,1
1985,35,0.742526870634821,1
1985,36,0.464128720030809,1
1985,37,0.360468173950491,1
1985,38,0.78667618582646,1
1985,39,0.911806254907771,1
1985,40,0.864730546433552,1
1985,41,0.856428109409956,1
1985,42,0.634258586109853,1
1985,43,0.645675029240403,1
1985,44,0.794956114013397,1
1985,45,0.694973726570606,1
1985,46,0.733351620237033,1
1985,47,0.874182263819071,1
1985,48,0.80786422135667,1
1985,49,0.735567663692766,1
1985,50,0.915120734983967,1
1985,51,0.801138854728026,1
1985,52,0.736958634029043,1
1985,53,0.739805813073143,1
1985,54,0.48794947978523,1
1985,55,0.484211122774453,1
1985,56,0.395139800682986,1
1985,57,0.846720654208949,1
1985,58,0.822796647056289,1
1985,59,0.720158874921434,1
1985,60,0.641406370770364,1
1985,61,0.608109823776861,1
1985,62,0.577971093816522,1
1985,63,0.28911435029142,1
1985,64,0.757755808004763,1
1985,65,0.772834104714376,1
1985,66,0.428282506068548,1
1985,67,0.324854013901474,1
1985,68,0.547205023248406,1
1985,69,0.749124094843864,1
1985,70,0.898956629907948,1
1985,71,0.365447556688672,1
1985,72,0.497787183239346,1
1985,73,0.733794989823191,1
1985,74,0.590510168859551,1
1985,75,0.752513313803185,1
1985,76,0.332396859558774,1
1985,77,0.0285428691344957,1
1985,78,0.526866802250405,1
1985,79,0.427485247293853,1
1985,80,0.731151957208147,1
1985,81,0.038609983606471,1
1985,82,0.598727714312211,1
1985,83,0.437582511842037,1
1985,84,0.458235994763212,1
1985,85,0.718807429075241,1
1985,86,0.453732652523938,1
1985,87,0.488023649305786,1
1985,88,0.611671201486015,1
1985,89,0.728324243102253,1
1985,90,0.672286087309408,1
1985,91,0.440909120828713,1
1985,92,0.844231935097026,1
1985,93,0.187777315024976,1
1985,94,0.585533531636432,1
1985,95,0.440700029129865,1
1985,96,0.617142584334072,1
1985,97,0.46697378457323,1
1985,98,0.781542180644141,1
1985,99,0.579848225911458,1
1985,100,0.355821563981305,1
1985,101,0.783236026231732,1
1985,102,0.816246804728256,1
1985,103,0.823504278146558,1
1985,104,0.702163360932822,1
1985,105,0.537235046821562,1
1985,106,0.342426871595086,1
1985,107,0.215717802498682,1
1985,108,0.622277992839614,1
1985,109,0.699921902369808,1
1985,110,0.527853654329608,1
1985,111,0.834360826541396,1
1985,112,0.589913134213561,1
1986,1,0.829081132543793,1
1986,2,0.426903726153628,1
1986,3,0.772992388323642,1
1986,4,0.848955956630376,1
1986,5,0.772163487225771,1
1986,6,0.521318398565054,1
1986,7,0.230822528096069,1
1986,8,0.354050247491091,1
1986,9,0.19851843258481,1
1986,10,0.508168143375466,1
1986,11,0.779659394816165,1
1986,12,0.338611114929374,1
1986,13,0.608872693342467,1
1986,14,0.72922148732912,1
1986,15,0.299365505930923,1
1986,16,0.476498377080082,1
1986,17,0.292594069583962,1
1986,18,0.591200247158607,1
1986,19,0.451821359219374,1
1986,20,0.545951922150219,1
1986,21,0.511137171833386,1
1986,22,0.877143082718054,1
1986,23,0.660569845711335,1
1986,24,0.42090030409332,1
1986,25,0.623572026833681,1
1986,26,0.50830942768884,1
1986,27,0.61004856956147,1
1986,28,0.443707877358194,1
1986,29,0.796291448202902,1
1986,30,0.637013707005378,1
1986,31,0.534750022855236,1
1986,32,0.615743093930923,1
1986,33,0.748953582959395,1
1986,34,0.599449086764403,1
1986,35,0.742526870634821,1
1986,36,0.464128720030809,1
1986,37,0.360468173950491,1
1986,38,0.78667618582646,1
1986,39,0.911806254907771,1
1986,40,0.864730546433552,1
1986,41,0.856428109409956,1
1986,42,0.634258586109853,1
1986,43,0.645675029240403,1
1986,44,0.794956114013397,1
1986,45,0.694973726570606,1
1986,46,0.733351620237033,1
1986,47,0.874182263819071,1
1986,48,0.80786422135667,1
1986,49,0.735567663692766,1
1986,50,0.915120734983967,1
1986,51,0.801138854728026,1
1986,52,0.736958634029043,1
1986,53,0.739805813073143,1
1986,54,0.48794947978523,1
1986,55,0.484211122774453,1
1986,56,0.395139800682986,1
1986,57,0.846720654208949,1
1986,58,0.822796647056289,1
1986,59,0.720158874921434,1
1986,60,0.641406370770364,1
1986,61,0.608109823776861,1
1986,62,0.577971093816522,1
1986,63,0.28911435029142,1
1986,64,0.757755808004763,1
1986,65,0.772834104714376,1
1986,66,0.428282506068548,1
1986,67,0.324854013901474,1
1986,68,0.547205023248406,1
1986,69,0.749124094843864,1
1986,70,0.898956629907948,1
1986,71,0.365447556688672,1
1986,72,0.497787183239346,1
1986,73,0.733794989823191,1
1986,74,0.590510168859551,1
1986,75,0.752513313803185,1
1986,76,0.332396859558774,1
1986,77,0.0285428691344957,1
1986,78,0.526866802250405,1
1986,79,0.427485247293853,1
1986,80,0.731151957208147,1
1986,81,0.038609983606471,1
1986,82,0.598727714312211,1
1986,83,0.437582511842037,1
1986,84,0.458235994763212,1
1986,85,0.718807429075241,1
1986,86,0.453732652523938,1
1986,87,0.488023649305786,1
1986,88,0.611671201486015,1
1986,89,0.728324243102253,1
1986,90,0.672286087309408,1
1986,91,0.440909120828713,1
1986,92,0.844231935097026,1
1986,93,0.187777315024976,1
1986,94,0.585533531636432,1
1986,95,0.440700029129865,1
1986,96,0.617142584334072,1
1986,97,0.46697378457323,1
1986,98,0.781542180644141,1
1986,99,0.579848225911458,1
1986,100,0.355821563981305,1
1986,101,0.783236026231732,1
1986,102,0.816246804728256,1
1986,103,0.823504278146558,1
1986,104,0.702163360932822,1
1986,105,0.537235046821562,1
1986,106,0.342426871595086,1
1986,107,0.215717802498682,1
1986,108,0.622277992839614,1
1986,109,0.699921902369808,1
1986,110,0.527853654329608,1
1986,111,0.834360826541396,1
1986,112,0.589913134213561,1
1987,1,0.829081132543793,1
1987,2,0.426903726153628,1
1987,3,0.772992388323642,1
1987,4,0.848955956630376,1
1987,5,0.772163487225771,1
1987,6,0.521318398565054,1
1987,7,0.230822528096069,1
1987,8,0.354050247491091,1
1987,9,0.19851843258481,1
1987,10,0.508168143375466,1
1987,11,0.779659394816165,1
1987,12,0.338611114929374,1
1987,13,0.608872693342467,1
1987,14,0.72922148732912,1
1987,15,0.299365505930923,1
1987,16,0.476498377080082,1
1987,17,0.292594069583962,1
1987,18,0.591200247158607,1
1987,19,0.451821359219374,1
1987,20,0.545951922150219,1
1987,21,0.511137171833386,1
1987,22,0.877143082718054,1
1987,23,0.660569845711335,1
1987,24,0.42090030409332,1
1987,25,0.623572026833681,1
1987,26,0.50830942768884,1
1987,27,0.61004856956147,1
1987,28,0.443707877358194,1
1987,29,0.796291448202902,1
1987,30,0.637013707005378,1
1987,31,0.534750022855236,1
1987,32,0.615743093930923,1
1987,33,0.748953582959395,1
1987,34,0.599449086764403,1
1987,35,0.742526870634821,1
1987,36,0.464128720030809,1
1987,37,0.360468173950491,1
1987,38,0.78667618582646,1
1987,39,0.911806254907771,1
1987,40,0.864730546433552,1
1987,41,0.856428109409956,1
1987,42,0.634258586109853,1
1987,43,0.645675029240403,1
1987,44,0.794956114013397,1
1987,45,0.694973726570606,1
1987,46,0.733351620237033,1
1987,47,0.874182263819071,1
1987,48,0.80786422135667,1
1987,49,0.735567663692766,1
1987,50,0.915120734983967,1
1987,51,0.801138854728026,1
1987,52,0.736958634029043,1
1987,53,0.739805813073143,1
1987,54,0.48794947978523,1
1987,55,0.484211122774453,1
1987,56,0.395139800682986,1
1987,57,0.846720654208949,1
1987,58,0.822796647056289,1
1987,59,0.720158874921434,1
1987,60,0.641406370770364,1
1987,61,0.608109823776861,1
1987,62,0.577971093816522,1
1987,63,0.28911435029142,1
1987,64,0.757755808004763,1
1987,65,0.772834104714376,1
1987,66,0.428282506068548,1
1987,67,0.324854013901474,1
1987,68,0.547205023248406,1
1987,69,0.749124094843864,1
1987,70,0.898956629907948,1
1987,71,0.365447556688672,1
1987,72,0.497787183239346,1
1987,73,0.733794989823191,1
1987,74,0.590510168859551,1
1987,75,0.752513313803185,1
1987,76,0.332396859558774,1
1987,77,0.0285428691344957,1
1987,78,0.526866802250405,1
1987,79,0.427485247293853,1
1987,80,0.731151957208147,1
1987,81,0.038609983606471,1
1987,82,0.598727714312211,1
1987,83,0.437582511842037,1
1987,84,0.458235994763212,1
1987,85,0.718807429075241,1
1987,86,0.453732652523938,1
1987,87,0.488023649305786,1
1987,88,0.611671201486015,1
1987,89,0.728324243102253,1
1987,90,0.672286087309408,1
1987,91,0.440909120828713,1
1987,92,0.844231935097026,1
1987,93,0.187777315024976,1
1987,94,0.585533531636432,1
1987,95,0.440700029129865,1
1987,96,0.617142584334072,1
1987,97,0.46697378457323,1
1987,98,0.781542180644141,1
1987,99,0.579848225911458,1
1987,100,0.355821563981305,1
1987,101,0.783236026231732,1
1987,102,0.816246804728256,1
1987,103,0.823504278146558,1
1987,104,0.702163360932822,1
1987,105,0.537235046821562,1
1987,106,0.342426871595086,1
1987,107,0.215717802498682,1
1987,108,0.622277992839614,1
1987,109,0.699921902369808,1
1987,110,0.527853654329608,1
1987,111,0.834360826541396,1
1987,112,0.589913134213561,1
1988,1,0.829081132543793,1
1988,2,0.426903726153628,1
1988,3,0.772992388323642,1
1988,4,0.848955956630376,1
1988,5,0.772163487225771,1
1988,6,0.521318398565054,1
1988,7,0.230822528096069,1
1988,8,0.354050247491091,1
1988,9,0.19851843258481,1
1988,10,0.508168143375466,1
1988,11,0.779659394816165,1
1988,12,0.338611114929374,1
1988,13,0.608872693342467,1
1988,14,0.72922148732912,1
1988,15,0.299365505930923,1
1988,16,0.476498377080082,1
1988,17,0.292594069583962,1
1988,18,0.591200247158607,1
1988,19,0.451821359219374,1
1988,20,0.545951922150219,1
1988,21,0.511137171833386,1
1988,22,0.877143082718054,1
1988,23,0.660569845711335,1
1988,24,0.42090030409332,1
1988,25,0.623572026833681,1
1988,26,0.50830942768884,1
1988,27,0.61004856956147,1
1988,28,0.443707877358194,1
1988,29,0.796291448202902,1
1988,30,0.637013707005378,1
1988,31,0.534750022855236,1
1988,32,0.615743093930923,1
1988,33,0.748953582959395,1
1988,34,0.599449086764403,1
1988,35,0.742526870634821,1
